City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
473,Santa Cruz,-17.8,-63.1667,84.25,broken clouds,39,75,6.91,BO
474,Sturgeon Bay,44.8342,-87.377,46.36,overcast clouds,56,100,13.8,US
475,College,64.8569,-147.8028,48.15,light rain,83,100,20.71,US
476,Pecsvarad,46.1603,18.4232,60.58,overcast clouds,69,100,3.67,HU
477,Darnah,32.767,22.6367,71.31,overcast clouds,67,99,22.1,LY
478,Naryan-Mar,67.6713,53.087,44.06,overcast clouds,90,100,15.12,RU
479,Usinsk,65.9939,57.5281,42.96,overcast clouds,93,100,14.38,RU
480,Totness,5.8833,-56.3167,85.55,clear sky,63,5,13.09,SR
481,Kathmandu,27.7167,85.3167,66.42,broken clouds,94,75,2.3,NP
482,Santiago,-33.4569,-70.6483,80.04,few clouds,29,20,18.41,CL
483,Dakar,14.6937,-17.4441,86.13,broken clouds,79,75,4.61,SN
484,Paso De Los Toros,-32.8167,-56.5167,73.96,clear sky,34,0,9.73,UY
485,Limon,10.0,-83.0333,76.89,heavy intensity drizzle,88,100,9.22,CR
486,Anadyr,64.75,177.4833,27.1,few clouds,92,20,4.47,RU
487,Vredendal,-31.6683,18.5012,62.04,clear sky,51,5,8.52,ZA
488,Kyabe,9.4515,18.9449,71.49,few clouds,96,14,3.44,TD
489,Douglas,41.3,-96.167,54.75,scattered clouds,51,40,8.05,US
490,Valdivia,-39.8142,-73.2459,55.49,few clouds,46,18,9.51,CL
491,Tabou,4.423,-7.3528,76.3,broken clouds,90,58,7.38,CI
492,Oxbow,49.2333,-102.1676,48.63,clear sky,52,10,12.55,CA
493,Bonavista,48.6499,-53.1147,51.71,broken clouds,89,80,14.83,CA
494,Kaeo,-35.1,173.7833,50.32,broken clouds,89,52,6.13,NZ
495,Kazachinskoye,57.6953,93.2761,31.98,overcast clouds,92,100,4.34,RU
496,Dolores,-36.3132,-57.6792,79.63,clear sky,22,5,14.58,AR
497,Matagami,49.7502,-77.6328,37.51,broken clouds,52,75,17.27,CA
498,Makarov,48.6333,142.8,39.45,broken clouds,75,73,4.0,RU
499,De Aar,-30.6497,24.0123,64.92,clear sky,27,0,12.91,ZA
500,Asau,46.4333,26.4,54.52,overcast clouds,93,100,1.83,RO
501,Tooele,40.5308,-112.2983,75.24,clear sky,35,0,4.61,US
502,Show Low,34.2542,-110.0298,58.08,broken clouds,55,75,0.0,US
503,Beziers,43.3476,3.219,65.89,clear sky,88,0,1.14,FR
504,Kloulklubed,7.0419,134.2556,77.5,overcast clouds,73,99,2.84,PW
505,Grindavik,63.8424,-22.4338,42.75,broken clouds,75,75,1.14,IS
506,Berlevag,70.8578,29.0864,46.35,clear sky,66,0,18.41,NO
507,Praia,14.9215,-23.5087,84.74,haze,74,40,10.36,CV
508,Ulladulla,-35.35,150.4667,59.76,light rain,93,77,2.57,AU
509,Kautokeino,69.0125,23.0412,37.49,overcast clouds,88,99,15.64,NO
510,Kupang,-10.1667,123.5833,79.75,clear sky,81,7,7.58,ID
511,Norsup,-16.0667,167.3833,78.13,clear sky,83,9,5.97,VU
512,Leshukonskoye,64.8989,45.7622,45.25,overcast clouds,82,100,9.82,RU
513,Nanortalik,60.1432,-45.2371,36.64,scattered clouds,80,49,15.26,GL
514,Rio Gallegos,-51.6226,-69.2181,51.85,scattered clouds,24,40,26.46,AR
515,Yarmouth,41.7057,-70.2286,73.65,clear sky,82,0,12.66,US
516,Vuktyl,63.8567,57.3094,43.63,overcast clouds,86,100,8.21,RU
517,Chimbote,-9.0853,-78.5783,66.76,broken clouds,73,73,10.16,PE
518,Tres Arroyos,-38.3739,-60.2798,74.53,overcast clouds,30,100,16.53,AR
519,Araceli,10.5529,119.9913,82.85,broken clouds,75,84,3.27,PH
520,Luderitz,-26.6481,15.1594,64.56,clear sky,59,0,18.57,NA
521,Cabo San Lucas,22.8909,-109.9124,93.61,clear sky,55,1,3.4,MX
522,Makakilo City,21.3469,-158.0858,80.62,clear sky,69,0,8.05,US
523,Mormugao,15.4,73.8,74.46,broken clouds,88,75,3.44,IN
524,Tyrma,50.0833,132.1667,27.7,overcast clouds,84,100,0.49,RU
525,Dingle,10.9995,122.6711,76.19,overcast clouds,92,100,5.53,PH
526,San Policarpo,12.1791,125.5072,81.21,moderate rain,81,100,5.64,PH
527,Luorong,24.4058,109.6086,59.7,scattered clouds,72,45,7.99,CN
528,Uray,60.1247,64.7758,43.99,overcast clouds,93,98,5.86,RU
529,Miami Beach,25.7906,-80.1301,87.82,scattered clouds,62,40,13.8,US
530,Waingapu,-9.6567,120.2641,79.88,overcast clouds,81,100,7.9,ID
531,Ushtobe,45.2514,77.9838,52.93,clear sky,37,0,4.85,KZ
532,Homer,59.6425,-151.5483,52.03,overcast clouds,87,100,0.0,US
533,Alta Floresta,-9.8756,-56.0861,76.82,overcast clouds,83,100,5.75,BR
534,Nizhniy Tsasuchey,50.5167,115.1333,25.39,broken clouds,61,53,6.2,RU
535,Port Lincoln,-34.7333,135.8667,50.52,broken clouds,70,70,9.04,AU
536,Paamiut,61.994,-49.6678,32.32,light snow,92,100,6.11,GL
537,Moindou,-21.6924,165.677,71.31,clear sky,79,2,4.68,NC
538,Moussoro,13.6408,16.4901,93.07,broken clouds,20,80,6.22,TD
539,Rivers,50.0308,-100.2403,45.55,few clouds,22,22,15.14,CA
540,Gondanglegi,-7.7479,112.0132,75.56,overcast clouds,92,100,9.31,ID
541,Povenets,62.8487,34.8262,47.55,few clouds,86,12,11.61,RU
542,Tahoua,14.8888,5.2692,91.38,clear sky,43,0,2.3,NE
543,Los Llanos De Aridane,28.6585,-17.9182,71.13,few clouds,80,20,19.57,ES
544,Doctor Arroyo,23.6667,-100.1833,66.24,overcast clouds,56,99,1.9,MX
545,Kartaly,53.0522,60.6467,45.05,scattered clouds,63,38,8.41,RU
546,Grand Gaube,-20.0064,57.6608,72.0,clear sky,67,4,10.0,MU
547,Rawson,-43.3002,-65.1023,54.68,overcast clouds,62,100,20.09,AR
548,General Pico,-35.6566,-63.7568,82.47,scattered clouds,22,38,14.12,AR
549,Port Hardy,50.6996,-127.4199,50.18,fog,100,100,3.44,CA
550,Kikwit,-5.041,18.8162,75.04,overcast clouds,74,100,1.34,CD
551,Umm Kaddadah,13.6017,26.6876,91.81,clear sky,22,9,4.88,SD
552,Zanzibar,-6.1639,39.1979,74.62,clear sky,84,6,11.39,TZ
553,Dickinson,29.4608,-95.0513,89.17,clear sky,45,0,1.01,US
554,Jaguaribe,-5.8906,-38.6219,99.12,few clouds,21,23,7.94,BR
555,Krasnovishersk,60.4078,57.082,43.45,overcast clouds,93,100,5.44,RU
556,Russell,32.3502,-85.1999,87.08,clear sky,26,0,0.0,US
557,Gouyave,12.1646,-61.7296,86.77,few clouds,66,20,24.16,GD
558,Mackay,-21.15,149.2,69.67,scattered clouds,80,35,6.08,AU
559,Juba,4.8517,31.5825,73.72,light rain,82,100,3.04,SS
560,Klaksvik,62.2266,-6.589,43.72,light rain,81,86,27.0,FO
561,Tahta,26.7693,31.5021,77.58,clear sky,33,0,12.97,EG
562,Orneta,54.1148,20.1333,49.69,few clouds,69,11,8.25,PL
563,Kampot,10.6167,104.1833,75.25,moderate rain,89,100,4.81,KH
564,Aripuana,-9.1667,-60.6333,95.95,light rain,33,63,3.78,BR
565,Netphen,50.9167,8.1,54.07,overcast clouds,81,100,4.07,DE
566,Daytona Beach,29.2108,-81.0228,86.11,few clouds,70,20,8.01,US
567,Queenstown,-31.8976,26.8753,53.65,clear sky,76,0,7.65,ZA
568,Aleksandrov Gay,50.147,48.5704,57.83,broken clouds,69,64,13.06,RU
569,Marsa Matruh,31.3525,27.2453,73.6,scattered clouds,56,40,6.91,EG
570,Olivet,47.8622,1.8991,59.11,clear sky,80,0,6.91,FR
571,Nhamunda,-2.1861,-56.7131,102.29,broken clouds,21,76,7.87,BR
572,Qostanay,53.1667,63.5833,39.49,clear sky,87,0,8.95,KZ
573,Iquitos,-3.7481,-73.2472,77.04,broken clouds,78,75,1.14,PE
574,Kota Tinggi,1.7381,103.8999,77.29,overcast clouds,98,100,4.54,MY
575,Coihaique,-45.5752,-72.0662,52.41,scattered clouds,40,40,12.66,CL
576,Poum,-20.2333,164.0167,75.06,clear sky,79,8,13.04,NC
577,Glomfjord,66.8167,13.9667,41.38,light rain,96,100,7.27,NO
578,Teknaf,20.8624,92.3058,79.29,few clouds,83,24,2.66,BD
579,Salalah,17.0151,54.0924,78.89,clear sky,89,0,1.14,OM
580,Jingdezhen,29.2947,117.2079,56.68,overcast clouds,97,100,2.68,CN
581,Turukhansk,65.8167,87.9833,32.61,snow,98,100,17.56,RU
582,Panama City,8.9936,-79.5197,83.44,scattered clouds,85,40,8.05,PA
583,Forio,40.7342,13.8646,70.09,overcast clouds,83,100,1.99,IT
584,Puerto Colombia,10.9878,-74.9547,77.09,overcast clouds,89,100,5.03,CO
585,Benguela,-12.5763,13.4055,73.09,overcast clouds,84,100,4.85,AO
586,Mareeba,-17.0,145.4333,72.32,overcast clouds,92,91,3.91,AU
587,Sehithwa,-20.4667,22.7167,85.19,clear sky,11,0,12.33,BW
588,Sibolga,1.7427,98.7792,75.58,overcast clouds,84,100,2.82,ID
589,Voh,-20.9667,164.7,72.1,broken clouds,84,56,5.01,NC
590,Morant Bay,17.8815,-76.4093,87.42,overcast clouds,67,100,8.93,JM
591,Saint-Pierre,-21.3393,55.4781,69.91,clear sky,73,0,3.44,RE
592,Sinaloa,25.0,-107.5,89.62,clear sky,58,0,1.99,MX
593,Aberdeen,57.1437,-2.0981,49.53,overcast clouds,75,100,9.22,GB
594,Biak,-0.9131,122.8766,76.44,overcast clouds,84,100,4.03,ID
595,Temir,49.1414,57.13,46.74,clear sky,61,5,7.96,KZ
596,Nhulunbuy,-12.2333,136.7667,75.81,overcast clouds,88,94,5.75,AU
597,Gejiu,23.306,103.1635,51.94,scattered clouds,97,49,2.77,CN
598,Clarence Town,-32.5833,151.7833,62.94,light rain,98,81,2.53,AU
599,Plettenberg Bay,-34.0527,23.3716,57.97,overcast clouds,87,100,8.03,ZA
600,Olafsvik,64.8945,-23.7142,42.44,overcast clouds,76,100,7.11,IS
601,Zhob,31.3411,69.4481,69.87,clear sky,41,0,3.4,PK
602,Terney,45.0503,136.6092,38.17,clear sky,60,6,7.92,RU
603,Minbu,20.1833,94.8833,78.28,few clouds,82,17,4.29,MM
604,Ust-Maya,60.4167,134.5333,20.48,overcast clouds,91,95,5.95,RU
605,Voi,-3.3945,38.563,69.46,overcast clouds,82,96,12.57,KE
606,Westport,41.1415,-73.3579,79.09,clear sky,50,0,11.5,US
607,Margate,51.3813,1.3862,59.31,scattered clouds,78,29,5.01,GB
608,Honiara,-9.4333,159.95,76.01,broken clouds,86,80,5.79,SB
609,Vostok,46.4856,135.8833,27.27,clear sky,73,10,3.94,RU
610,Sobolevo,54.4299,31.8996,46.33,clear sky,91,6,6.49,RU
611,Tilichiki,60.4667,166.1,27.0,overcast clouds,77,98,3.33,RU
612,Santa Vitoria Do Palmar,-33.5189,-53.3681,67.51,clear sky,44,0,11.56,BR
613,Kedrovyy,56.1667,91.8167,27.01,overcast clouds,90,99,4.7,RU
614,Port Said,31.2565,32.2841,75.18,clear sky,60,0,5.75,EG
615,Puerto Leguizamo,-0.1934,-74.7819,84.0,overcast clouds,70,100,3.18,CO
616,Tabat,-2.635,115.2274,73.72,overcast clouds,97,100,1.3,ID
617,Pringsewu,-5.3582,104.9744,71.2,overcast clouds,96,100,2.89,ID
618,Boden,65.8252,21.6886,48.2,overcast clouds,87,100,6.91,SE
619,Iranshahr,27.2025,60.6848,79.14,clear sky,3,0,6.91,IR
620,Portland,45.5234,-122.6762,78.46,mist,77,75,4.61,US
621,Okahandja,-21.9833,16.9167,83.52,broken clouds,12,68,10.8,NA
622,Neuquen,-38.9516,-68.0591,71.49,dust,16,53,25.32,AR
623,Obo,5.3998,26.4869,69.12,overcast clouds,97,100,4.7,CF
624,Gao,16.6362,1.637,96.44,broken clouds,18,73,4.97,ML
625,Maningrida,-12.0667,134.2667,79.77,overcast clouds,82,100,3.96,AU
626,Thaton,16.9206,97.3714,77.0,overcast clouds,89,100,2.04,MM
627,Sergeyevka,53.88,67.4158,50.79,overcast clouds,60,100,3.78,KZ
628,Lakhnau,26.85,80.9167,75.18,overcast clouds,100,100,4.61,IN
629,Pierre,44.3683,-100.351,51.06,few clouds,52,20,1.01,US
630,Levski,43.3667,25.1333,61.84,broken clouds,64,76,2.53,BG
631,Zeya,53.75,127.2667,25.23,clear sky,75,8,4.47,RU
632,Almaznyy,48.0448,40.045,54.72,overcast clouds,73,100,8.19,RU
633,Pemba,-12.974,40.5178,77.7,few clouds,78,20,8.05,MZ
634,Belis,46.65,23.0333,46.6,overcast clouds,86,100,3.56,RO
635,Ismailia,30.6043,32.2723,70.12,clear sky,58,0,7.2,EG
636,Payakumbuh,-0.2202,100.6308,69.53,overcast clouds,86,100,1.16,ID
637,Lugovoy,42.9472,72.7644,59.43,overcast clouds,31,93,5.46,KZ
638,Athens,37.9795,23.7162,68.38,few clouds,54,20,7.0,GR
639,Talcahuano,-36.7167,-73.1167,56.88,overcast clouds,82,100,9.22,CL
640,Kieta,-6.2167,155.6333,79.81,overcast clouds,80,100,3.31,PG
641,Acarau,-2.8856,-40.12,85.86,overcast clouds,61,93,18.01,BR
642,Americus,32.0724,-84.2327,83.79,clear sky,22,0,6.2,US
643,Tefe,-3.3542,-64.7114,96.91,few clouds,46,20,6.91,BR
644,Lagoa,39.05,-27.9833,70.84,scattered clouds,86,25,7.72,PT
645,Hernani,43.2662,-1.9762,66.11,scattered clouds,83,40,4.61,ES
646,Santa Flavia,38.085,13.5351,71.38,scattered clouds,50,25,1.99,IT
647,Wajir,1.7471,40.0573,84.16,clear sky,39,0,0.0,KE
648,Maraa,-1.8333,-65.3667,100.17,broken clouds,28,76,5.66,BR
649,Ko Samui,9.5357,99.9357,80.71,overcast clouds,78,100,5.01,TH
650,Sao Raimundo Nonato,-9.0153,-42.6994,100.11,few clouds,17,23,6.8,BR
651,Bensonville,6.4461,-10.6125,75.78,overcast clouds,89,89,4.76,LR
652,Karratha,-20.7377,116.8463,74.35,clear sky,57,2,1.03,AU
653,Altay,47.8667,88.1167,42.44,few clouds,35,11,6.38,CN
654,Port-Gentil,-0.7193,8.7815,76.96,broken clouds,88,75,3.44,GA
655,Norwood,42.1945,-71.1995,78.98,clear sky,58,0,15.99,US
656,Fortuna,40.5982,-124.1573,53.94,few clouds,52,12,6.08,US
657,Namibe,-15.1961,12.1522,66.74,overcast clouds,84,98,9.01,AO
658,Sioux Lookout,50.1001,-91.917,41.07,scattered clouds,56,40,12.66,CA
659,Saint-Leu,-21.15,55.2833,69.31,scattered clouds,73,27,1.1,RE
660,Kuching,1.55,110.3333,77.22,scattered clouds,94,40,5.01,MY
661,Bambanglipuro,-7.95,110.2833,76.06,heavy intensity rain,92,100,3.36,ID
662,Cherrapunji,25.3,91.7,60.01,clear sky,92,5,3.42,IN
663,Morden,49.1919,-98.1014,48.04,few clouds,42,13,12.66,CA
664,Kota Kinabalu,5.9749,116.0724,76.98,few clouds,94,20,0.0,MY
665,Alofi,-19.0595,-169.9187,75.09,overcast clouds,83,95,8.05,NU
666,Boditi,6.9667,37.8667,58.86,light rain,89,99,5.55,ET
667,Pimenta Bueno,-11.6725,-61.1936,74.79,overcast clouds,90,100,8.52,BR
668,Trairi,-3.2778,-39.2689,84.52,overcast clouds,61,94,12.77,BR
669,Shaunavon,49.6501,-108.4181,55.18,clear sky,34,0,7.47,CA
670,Vera Cruz,-12.6333,-41.0333,92.77,overcast clouds,34,96,6.51,BR
671,Bar,49.0772,27.6826,51.44,few clouds,72,11,7.47,UA
672,Yenagoa,4.9247,6.2642,72.66,overcast clouds,96,100,3.44,NG
673,Kovdor,67.5662,30.4758,40.01,overcast clouds,91,89,12.46,RU
674,Garhi Yasin,27.9069,68.511,82.42,clear sky,20,0,5.86,PK
675,Kuytun,54.3419,101.5036,25.32,few clouds,90,15,3.29,RU
676,Lensk,60.7253,114.9278,28.44,overcast clouds,88,98,7.58,RU
677,Banepa,27.6298,85.5214,64.72,broken clouds,94,75,2.3,NP
678,Rosetta,31.4044,30.4164,72.64,clear sky,65,1,10.78,EG
679,Hailey,43.5196,-114.3153,71.89,clear sky,35,0,8.01,US
680,Golyshmanovo,56.3979,68.3728,47.95,light rain,91,100,7.18,RU
681,Amantea,39.1332,16.0746,69.85,overcast clouds,55,100,1.7,IT
682,Itaueira,-7.6033,-43.0256,101.95,broken clouds,18,59,3.65,BR
683,Brownsville,25.9018,-97.4975,82.4,clear sky,67,0,14.97,US
684,Bonanza,14.0289,-84.591,82.36,light rain,77,99,6.76,NI
685,San Andres,12.5847,-81.7006,82.42,overcast clouds,89,100,6.91,CO
686,Yarada,17.65,83.2667,77.32,mist,100,40,2.3,IN
687,Nizwa,22.9333,57.5333,79.2,scattered clouds,43,38,3.98,OM
688,Xam Nua,20.4197,104.0439,64.74,overcast clouds,100,88,1.54,LA
689,Amalapuram,16.5833,82.0167,76.41,overcast clouds,92,100,2.33,IN
690,Nadym,65.5333,72.5167,38.71,overcast clouds,97,100,8.79,RU
691,Kushchevskaya,46.5564,39.6386,60.4,few clouds,51,14,7.83,RU
692,Manavalakurichi,8.1333,77.3,78.49,overcast clouds,84,100,12.95,IN
693,Nshamba,-1.7983,31.5511,68.13,overcast clouds,54,86,1.5,TZ
694,Phan Thiet,10.9333,108.1,76.84,overcast clouds,90,91,4.43,VN
695,Ahar,38.4774,47.0699,56.77,overcast clouds,81,86,5.99,IR
696,Necochea,-38.5473,-58.7368,65.97,overcast clouds,50,100,10.96,AR
697,Shanghai,31.2222,121.4581,64.27,overcast clouds,73,100,6.71,CN
698,Yuci,37.6803,112.7319,46.15,clear sky,81,0,6.71,CN
699,Dandong,40.1292,124.3947,42.89,clear sky,59,3,3.44,CN
700,Otta,61.7712,9.5353,39.97,clear sky,91,8,5.39,NO
701,Samoded,63.6083,40.5111,45.95,broken clouds,87,80,9.53,RU
702,Neiafu,-18.65,-173.9833,77.68,broken clouds,83,75,6.91,TO
703,Atbasar,51.8,68.3333,54.64,overcast clouds,36,100,7.36,KZ
704,Mecca,21.4267,39.8261,85.35,few clouds,56,13,1.52,SA
705,Kenai,60.5544,-151.2583,48.15,overcast clouds,95,100,3.44,US
706,Zhangzhou,24.5133,117.6556,75.13,overcast clouds,90,100,0.47,CN
707,Paveh,35.0434,46.3565,66.02,clear sky,18,1,3.76,IR
708,Meadow Lake,34.8014,-106.5436,63.79,broken clouds,74,52,1.63,US
709,Sungaipenuh,-2.0833,101.3833,63.99,overcast clouds,87,100,1.66,ID
710,Kudahuvadhoo,2.6708,72.8944,82.26,few clouds,71,13,17.98,MV
